,date,ticker,inventory,deferredLongTermLiab,dividendsPaid,operatingIncome,otherCurrentAssets,netTangibleAssets,otherLiab,issuanceOfStock,grossProfit,netIncomeApplicableToCommonShares,totalCurrentLiabilities,commonStock,totalCurrentAssets,incomeBeforeTax,incomeTaxExpense,totalOtherIncomeExpenseNet,interestExpense,repurchaseOfStock,netReceivables,longTermDebt,changeToNetincome,changeInCash,capitalExpenditures,effectOfAccountingCharges,otherItems,otherCashflowsFromInvestingActivities,depreciation,changeToAccountReceivables,extraordinaryItems,otherCurrentLiab,totalStockholderEquity,intangibleAssets,effectOfExchangeRate,sellingGeneralAdministrative,cash,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,netIncomeFromContinuingOps,treasuryStock,deferredLongTermAssetCharges,shortLongTermDebt,totalLiab,costOfRevenue,nonRecurring,otherStockholderEquity,totalCashFromOperatingActivities,otherAssets,totalOperatingExpenses,discontinuedOperations,propertyPlantEquipment,otherCashflowsFromFinancingActivities,netIncome,goodWill,capitalSurplus,otherOperatingExpenses,minorityInterest,ebit,investments,longTermInvestments,shortTermInvestments,retainedEarnings,changeToLiabilities,changeToInventory,changeToOperatingActivities,totalAssets,accountsPayable,netBorrowings,researchDevelopment,totalRevenue,company_name,sector,specific
0,"31 December, 2021",AMGN,4086000000.0,,-4013000000.0,9338000000.0,200000000.0,-23372000000.0,8534000000.0,,19525000000.0,5893000000.0,12184000000.0,32096000000.0,19385000000.0,6701000000.0,808000000.0,-2637000000.0,-1197000000.0,-4975000000.0,5839000000.0,33222000000.0,1318000000.0,1723000000.0,-880000000.0,,,-35000000.0,3244000000.0,-429000000.0,,2326000000.0,6700000000.0,15182000000.0,,5368000000.0,7989000000.0,733000000.0,-8271000000.0,5893000000.0,-796000000.0,,87000000.0,54465000000.0,6454000000.0,,-796000000.0,9261000000.0,1455000000.0,16641000000.0,,5750000000.0,-78000000.0,5893000000.0,14890000000.0,,,,9338000000.0,4177000000.0,4503000000.0,48000000.0,-24600000000.0,-69000000.0,-165000000.0,119000000.0,61165000000.0,1366000000.0,795000000.0,4819000000,25979000000.0,Amgen Inc.,Healthcare,Drug Manufacturers—General
1,"31 December, 2020",AMGN,3893000000.0,,-3755000000.0,9328000000.0,124000000.0,-21867000000.0,8685000000.0,,19265000000.0,7264000000.0,11653000000.0,31802000000.0,21144000000.0,8133000000.0,869000000.0,-1195000000.0,-1038000000.0,-3486000000.0,5324000000.0,32895000000.0,9000000.0,229000000.0,-608000000.0,,,-75000000.0,3440000000.0,-427000000.0,,2320000000.0,9409000000.0,16587000000.0,,5730000000.0,6266000000.0,-5401000000.0,-4867000000.0,7264000000.0,-985000000.0,,91000000.0,53539000000.0,6159000000.0,,-985000000.0,10497000000.0,1155000000.0,16096000000.0,,5297000000.0,-90000000.0,7264000000.0,14689000000.0,,,,9328000000.0,-4718000000.0,4076000000.0,4381000000.0,-21408000000.0,45000000.0,-215000000.0,1112000000.0,62948000000.0,1421000000.0,2464000000.0,4207000000,25424000000.0,Amgen Inc.,Healthcare,Drug Manufacturers—General
2,"31 December, 2019",AMGN,3584000000.0,,-3509000000.0,9740000000.0,354000000.0,-24443000000.0,9861000000.0,,19006000000.0,7842000000.0,12835000000.0,31531000000.0,18440000000.0,9138000000.0,1296000000.0,-602000000.0,-1289000000.0,-7702000000.0,4652000000.0,26950000000.0,4000000.0,-908000000.0,-618000000.0,,,-28000000.0,2035000000.0,-504000000.0,,2067000000.0,9673000000.0,19413000000.0,,5150000000.0,6037000000.0,5709000000.0,-15767000000.0,7842000000.0,-528000000.0,,2953000000.0,50034000000.0,4356000000.0,,-528000000.0,9150000000.0,955000000.0,13622000000.0,,5397000000.0,-42000000.0,7842000000.0,14703000000.0,,,,9740000000.0,19972000000.0,799000000.0,2874000000.0,-21330000000.0,164000000.0,-66000000.0,406000000.0,59707000000.0,1371000000.0,-4514000000.0,4116000000,23362000000.0,Amgen Inc.,Healthcare,Drug Manufacturers—General
3,"31 December, 2018",AMGN,2940000000.0,,-3507000000.0,10551000000.0,266000000.0,-9642000000.0,10918000000.0,,19646000000.0,8394000000.0,13488000000.0,31246000000.0,37618000000.0,9545000000.0,1151000000.0,-1006000000.0,-1392000000.0,-17794000000.0,4201000000.0,29510000000.0,350000000.0,3145000000.0,-738000000.0,,,-105000000.0,1930000000.0,-378000000.0,,1449000000.0,12500000000.0,7443000000.0,,5332000000.0,6945000000.0,14339000000.0,-22490000000.0,8394000000.0,-769000000.0,,4419000000.0,53916000000.0,4101000000.0,,-769000000.0,11296000000.0,1015000000.0,13196000000.0,,4958000000.0,-68000000.0,8394000000.0,14699000000.0,,26000000.0,,10551000000.0,14987000000.0,683000000.0,22359000000.0,-17977000000.0,-143000000.0,-3000000.0,1249000000.0,66416000000.0,1207000000.0,-1121000000.0,3737000000,23747000000.0,Amgen Inc.,Healthcare,Drug Manufacturers—General
0,"31 December, 2021",AMKR,484959000.0,,-51213000.0,766938000.0,34563000.0,2917760000.0,263948000.0,12787000.0,1225554000.0,642995000.0,1679735000.0,290000.0,2856563000.0,715066000.0,69459000.0,-51872000.0,-51508000.0,,1258767000.0,984988000.0,36564000.0,129324000.0,-779779000.0,,,-45001000.0,563582000.0,-298854000.0,,368966000.0,2942276000.0,,-17990000.0,292579000.0,826744000.0,-943879000.0,-30102000.0,645607000.0,-199087000.0,83596000.0,153008000.0,3066008000.0,4912775000.0,,19978000.0,1121295000.0,126675000.0,5371391000.0,,3030800000.0,-3842000.0,642995000.0,24516000.0,1977134000.0,,30270000.0,766938000.0,-122256000.0,,251530000.0,1163939000.0,215646000.0,-190555000.0,149409000.0,6038554000.0,828727000.0,12166000.0,166037000,6138329000.0,"Amkor Technology, Inc.",Technology,Semiconductors
1,"31 December, 2020",AMKR,297293000.0,,-51213000.0,475721000.0,41225000.0,2298374000.0,262606000.0,17611000.0,900814000.0,338138000.0,1315987000.0,289000.0,2132932000.0,386682000.0,46183000.0,-89039000.0,-64168000.0,,962643000.0,1005339000.0,12976000.0,-196335000.0,-553021000.0,,,39769000.0,510396000.0,-106693000.0,,238217000.0,2325699000.0,,6056000.0,284366000.0,698002000.0,-638705000.0,-333719000.0,340499000.0,-190470000.0,95045000.0,149007000.0,2668352000.0,4149775000.0,,27270000.0,770033000.0,148816000.0,4574868000.0,,2713238000.0,-3414000.0,338138000.0,27325000.0,1953378000.0,,28260000.0,475721000.0,-129272000.0,,133769000.0,562502000.0,48786000.0,-75499000.0,39950000.0,5022311000.0,636434000.0,-347916000.0,140727000,5050589000.0,"Amkor Technology, Inc.",Technology,Semiconductors
2,"31 December, 2019",AMKR,220602000.0,,-51213000.0,234712000.0,28882000.0,1937763000.0,248711000.0,11405000.0,649439000.0,120888000.0,1059803000.0,287000.0,2001533000.0,159810000.0,37182000.0,-74902000.0,-71587000.0,,850753000.0,1305755000.0,43035000.0,210481000.0,-472433000.0,,,-707000.0,524177000.0,-124140000.0,,104882000.0,1963739000.0,,870000.0,277089000.0,894948000.0,-462489000.0,108250000.0,122628000.0,-198364000.0,90465000.0,144479000.0,2705376000.0,3403211000.0,,19115000.0,563850000.0,114707000.0,3817938000.0,,2553399000.0,-8028000.0,120888000.0,25976000.0,1927739000.0,,26500000.0,234712000.0,534000.0,,6348000.0,234077000.0,38670000.0,10208000.0,-50628000.0,4695615000.0,571054000.0,104873000.0,137638000,4052650000.0,"Amkor Technology, Inc.",Technology,Semiconductors
3,"31 December, 2018",AMKR,230589000.0,,-51213000.0,259058000.0,34594000.0,1804820000.0,248008000.0,1050000.0,710565000.0,127092000.0,1158423000.0,285000.0,1671208000.0,185815000.0,56250000.0,-73243000.0,-78946000.0,,724456000.0,1217732000.0,3761000.0,85200000.0,-547122000.0,,,8546000.0,571961000.0,80571000.0,,310540000.0,1830540000.0,,-204000.0,294325000.0,681569000.0,-537383000.0,-40623000.0,129565000.0,-192359000.0,118697000.0,114579000.0,2639547000.0,3605901000.0,,23812000.0,663410000.0,148071000.0,4057408000.0,,2650448000.0,59000.0,127092000.0,25720000.0,1909425000.0,,25360000.0,259058000.0,-1648000.0,,,113189000.0,-43490000.0,-16310000.0,-61295000.0,4495447000.0,530398000.0,-41732000.0,157182000,4316466000.0,"Amkor Technology, Inc.",Technology,Semiconductors
0,"31 December, 2021",AMZN,32640000000.0,,,24879000000.0,242000000.0,117767000000.0,17443000000.0,,197478000000.0,33364000000.0,142266000000.0,5000000.0,161580000000.0,38155000000.0,4791000000.0,13276000000.0,-1809000000.0,,32649000000.0,54944000000.0,-1722000000.0,-5900000000.0,-61053000000.0,,,,34296000000.0,-18163000000.0,,18027000000.0,138245000000.0,5107000000.0,-364000000.0,116485000000.0,36220000000.0,-58154000000.0,6291000000.0,33364000000.0,-3213000000.0,,1687000000.0,282304000000.0,272344000000.0,,-1376000000.0,46327000000.0,18125000000.0,444943000000.0,,216363000000.0,,33364000000.0,15371000000.0,55538000000.0,62000000,,24879000000.0,-773000000.0,4003000000.0,59829000000.0,85915000000.0,5916000000.0,-9487000000.0,2123000000.0,420549000000.0,78664000000.0,6291000000.0,56052000000,469822000000.0,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
1,"31 December, 2020",AMZN,23795000000.0,,,22899000000.0,233000000.0,73406000000.0,13617000000.0,,152757000000.0,21331000000.0,126385000000.0,5000000.0,132733000000.0,24194000000.0,2863000000.0,1295000000.0,-1647000000.0,,24309000000.0,35216000000.0,6001000000.0,5967000000.0,-40140000000.0,,,,25251000000.0,-8169000000.0,,15267000000.0,93404000000.0,4981000000.0,618000000.0,87193000000.0,42122000000.0,-59611000000.0,-1104000000.0,21331000000.0,-2017000000.0,,1266000000.0,227791000000.0,233307000000.0,,-180000000.0,66064000000.0,12097000000.0,363165000000.0,,150667000000.0,,21331000000.0,15017000000.0,42865000000.0,-75000000,,22899000000.0,-22242000000.0,5700000000.0,42274000000.0,52551000000.0,18745000000.0,-2849000000.0,5754000000.0,321195000000.0,72539000000.0,-1104000000.0,42740000000,386064000000.0,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2,"31 December, 2019",AMZN,20497000000.0,,,14541000000.0,276000000.0,43257000000.0,12171000000.0,,114986000000.0,11588000000.0,87812000000.0,5000000.0,96334000000.0,13962000000.0,2374000000.0,-579000000.0,-1600000000.0,,20540000000.0,23414000000.0,7575000000.0,4237000000.0,-16861000000.0,,,,21789000000.0,-7681000000.0,,12202000000.0,62060000000.0,4049000000.0,70000000.0,64313000000.0,36092000000.0,-24281000000.0,-10066000000.0,11588000000.0,-2823000000.0,,1305000000.0,163188000000.0,165536000000.0,,-986000000.0,38514000000.0,10096000000.0,265981000000.0,,97846000000.0,,11588000000.0,14754000000.0,33658000000.0,201000000,,14541000000.0,-9131000000.0,2169000000.0,18929000000.0,31220000000.0,9904000000.0,-3278000000.0,-1383000000.0,225248000000.0,47183000000.0,-10066000000.0,35931000000,280522000000.0,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
3,"31 December, 2018",AMZN,17174000000.0,,,12421000000.0,418000000.0,24891000000.0,17563000000.0,,93731000000.0,10073000000.0,68391000000.0,5000000.0,75101000000.0,11270000000.0,1197000000.0,-1151000000.0,-1417000000.0,,16259000000.0,23495000000.0,6352000000.0,10317000000.0,-13427000000.0,,,2104000000.0,15341000000.0,-4615000000.0,,9959000000.0,43549000000.0,4110000000.0,-351000000.0,52177000000.0,31750000000.0,-12369000000.0,-7686000000.0,10073000000.0,-2872000000.0,,1371000000.0,119099000000.0,139156000000.0,,-1035000000.0,30723000000.0,6370000000.0,220466000000.0,,61797000000.0,,10073000000.0,14548000000.0,26791000000.0,296000000,,12421000000.0,1140000000.0,722000000.0,9500000000.0,19625000000.0,4414000000.0,-1314000000.0,472000000.0,162648000000.0,38192000000.0,-7686000000.0,28837000000,232887000000.0,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
0,"30 January, 2021",ANF,404053000.0,,-12556000.0,3499000.0,68857000.0,936628000.0,104693000.0,,1906005000.0,-114021000.0,959399000.0,1033000.0,1661629000.0,-48743000.0,60211000.0,-52242000.0,-31726000.0,-15172000.0,83857000.0,343910000.0,137025000.0,431893000.0,-101910000.0,,,50000000.0,166281000.0,,,73779000.0,936628000.0,,9168000.0,1903627000.0,1104862000.0,-51910000.0,69717000.0,-108954000.0,-1615158000.0,,,2365590000.0,1219379000.0,,-102307000.0,404918000.0,208697000.0,3121885000.0,,1444576000.0,-19305000.0,-114021000.0,,401283000.0,-1121000,12684000.0,3499000.0,,,,2149470000.0,186747000.0,33312000.0,-15179000.0,3314902000.0,289396000.0,116750000.0,,3125384000.0,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail
1,"01 February, 2020",ANF,434326000.0,,-51510000.0,136112000.0,78905000.0,1058810000.0,178536000.0,,2150918000.0,39358000.0,815354000.0,1033000.0,1264749000.0,62331000.0,17371000.0,-73781000.0,-19908000.0,-63542000.0,80251000.0,231963000.0,57421000.0,-53565000.0,-202784000.0,,,50000000.0,173625000.0,,,62287000.0,1058810000.0,,-3593000.0,2015858000.0,671267000.0,-202784000.0,-147873000.0,44960000.0,-1660951000.0,,,2478487000.0,1472155000.0,,-108886000.0,300685000.0,388672000.0,3486961000.0,,1896244000.0,-12821000.0,39358000.0,,404983000.0,-1052000,12368000.0,136112000.0,,,,2313745000.0,10821000.0,2270000.0,22663000.0,3549665000.0,219919000.0,-20000000.0,,3623073000.0,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail
2,"02 February, 2019",ANF,437879000.0,,-53714000.0,139485000.0,101824000.0,1208900000.0,311279000.0,,2159916000.0,74541000.0,558917000.0,1033000.0,1335950000.0,116367000.0,37559000.0,-23118000.0,-22788000.0,-68670000.0,73112000.0,296776000.0,28248000.0,47874000.0,-152393000.0,,,50000000.0,178030000.0,,,84426000.0,1208900000.0,,-20975000.0,2021079000.0,723135000.0,-152393000.0,-131691000.0,78808000.0,-1616056000.0,,,1166972000.0,1430193000.0,,-102452000.0,352933000.0,354788000.0,3450624000.0,,694855000.0,-9307000.0,74541000.0,,405379000.0,-648000,9721000.0,139485000.0,,,,2418544000.0,63155000.0,-23820000.0,27370000.0,2385593000.0,226878000.0,-20000000.0,,3590109000.0,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail
3,"03 February, 2018",ANF,424393000.0,,-54392000.0,81877000.0,84863000.0,1242379000.0,265336000.0,,2083842000.0,7094000.0,507546000.0,1033000.0,1264538000.0,55161000.0,44636000.0,-26716000.0,-22973000.0,-68670000.0,79724000.0,300339000.0,62726000.0,130323000.0,-107001000.0,,,50000000.0,194549000.0,,,75016000.0,1242379000.0,,24276000.0,2011946000.0,675558000.0,-106798000.0,-74813000.0,10525000.0,-1585557000.0,,,1073221000.0,1408848000.0,,-95054000.0,287658000.0,322972000.0,3410813000.0,,738182000.0,-5421000.0,7094000.0,,406351000.0,-9981000,10092000.0,81877000.0,,,,2420552000.0,13622000.0,-18298000.0,14267000.0,2325692000.0,168868000.0,-15000000.0,,3492690000.0,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail
0,"31 December, 2021",APH,1894100000.0,,-346700000.0,2168500000.0,,-831700000.0,875900000.0,288500000.0,3401800000.0,1590800000.0,2447100000.0,600000.0,5958200000.0,1989200000.0,409100000.0,-179300000.0,-115500000.0,-661700000.0,2454800000.0,4795900000.0,58900000.0,-504900000.0,-360400000.0,,,703200000.0,395600000.0,-398400000.0,,208600000.0,6302000000.0,756900000.0,-12300000.0,915600000.0,1197100000.0,-1887500000.0,-145200000.0,1580100000.0,-386500000.0,91000000.0,4000000.0,8299300000.0,7474500000.0,,-286500000.0,1540100000.0,166300000.0,8707800000.0,21400000.0,1420200000.0,-61100000.0,1590800000.0,6376800000.0,2409000000.0,,77100000.0,2168500000.0,-8600000.0,,44300000.0,4278900000.0,131700000.0,-263000000.0,31400000.0,14678400000.0,1312000000.0,635800000.0,317700000,10876300000.0,Amphenol Corporation,Technology,Electronic Components
1,"31 December, 2020",APH,1462200000.0,,-297600000.0,1643100000.0,,-44700000.0,773800000.0,385700000.0,2664100000.0,1203400000.0,2304300000.0,600000.0,5490800000.0,1526600000.0,313300000.0,-116500000.0,-115400000.0,-641300000.0,1951600000.0,3636200000.0,111200000.0,810800000.0,-276800000.0,,,-600000.0,308100000.0,-146300000.0,,199400000.0,5384900000.0,397500000.0,68900000.0,760300000.0,1702000000.0,-333500000.0,-516600000.0,1213300000.0,-389200000.0,98100000.0,230300000.0,6875400000.0,5934800000.0,,-278100000.0,1592000000.0,127900000.0,6955800000.0,21400000.0,1279000000.0,-114800000.0,1203400000.0,5032100000.0,2068100000.0,,67000000.0,1643100000.0,-18400000.0,,36100000.0,3705400000.0,204300000.0,-102000000.0,68100000.0,12327300000.0,1120700000.0,151400000.0,260700000,8598900000.0,Amphenol Corporation,Technology,Electronic Components
2,"31 December, 2019",APH,1310100000.0,,-279500000.0,1639700000.0,,-778800000.0,737800000.0,246100000.0,2616000000.0,1155000000.0,2132700000.0,300000.0,4211200000.0,1495900000.0,331900000.0,-143800000.0,-117600000.0,-601700000.0,1736400000.0,3203400000.0,101500000.0,-388100000.0,-295000000.0,,,-600000.0,312100000.0,117300000.0,,277300000.0,4530300000.0,442000000.0,-13200000.0,742100000.0,891200000.0,-1228800000.0,-648400000.0,1164000000.0,-501700000.0,80400000.0,403300000.0,6219300000.0,5609400000.0,,-430900000.0,1502300000.0,99500000.0,6585700000.0,21400000.0,1195700000.0,-71600000.0,1155000000.0,4867100000.0,1683300000.0,,65900000.0,1639700000.0,-3800000.0,,17400000.0,3348400000.0,-60200000.0,-3400000.0,-28300000.0,10815500000.0,866800000.0,58300000.0,234200000,8225400000.0,Amphenol Corporation,Technology,Electronic Components
3,"31 December, 2018",APH,1233800000.0,,-253700000.0,1688000000.0,,-484100000.0,723000000.0,130700000.0,2654900000.0,1205000000.0,2451300000.0,300000.0,4571600000.0,1588400000.0,371500000.0,-99600000.0,-101700000.0,-935200000.0,1791800000.0,2806400000.0,55500000.0,-439800000.0,-310600000.0,,,-600000.0,299700000.0,-237900000.0,,272200000.0,4017000000.0,397900000.0,-40600000.0,746000000.0,1279300000.0,-441800000.0,-1070100000.0,1216900000.0,-445200000.0,78600000.0,764300000.0,5980700000.0,5547100000.0,,-390200000.0,1112700000.0,96400000.0,6514000000.0,21400000.0,875800000.0,-23800000.0,1205000000.0,4103200000.0,1433200000.0,,47200000.0,1688000000.0,22700000.0,,12400000.0,3028700000.0,48800000.0,-173300000.0,-75400000.0,10044900000.0,890500000.0,11900000.0,220900000,8202000000.0,Amphenol Corporation,Technology,Electronic Components
0,"31 December, 2020",ARW,3287308000.0,,,911631000.0,286633000.0,2740031000.0,415566000.0,21037000.0,3191130000.0,584438000.0,9130883000.0,125424000.0,13152899000.0,759259000.0,172795000.0,-152372000.0,-160871000.0,-483735000.0,9205343000.0,2097940000.0,74507000.0,73512000.0,-123585000.0,,,-14496000.0,189058000.0,-541427000.0,,,5089319000.0,233819000.0,79560000.0,2089909000.0,373615000.0,-138794000.0,-1227097000.0,586464000.0,-2881706000.0,,130836000.0,11904959000.0,25482233000.0,,-104885000.0,1359843000.0,342607000.0,27761732000.0,,1105714000.0,-48519000.0,584438000.0,2115469000.0,1165850000.0,532000,59633000.0,911631000.0,,103403000.0,,6679751000.0,760883000.0,244325000.0,48059000.0,17053911000.0,7937889000.0,-715880000.0,,28673363000.0,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution
1,"31 December, 2019",ARW,3477120000.0,,,856528000.0,266249000.0,2478694000.0,372869000.0,16911000.0,3320713000.0,-204087000.0,8258159000.0,125424000.0,12526159000.0,-111830000.0,88338000.0,-968358000.0,-264327000.0,-404203000.0,8482687000.0,2651703000.0,736272000.0,-209224000.0,-143191000.0,,,-9682000.0,189790000.0,338849000.0,,,4811919000.0,271903000.0,12733000.0,2216461000.0,300103000.0,-173583000.0,-906369000.0,-200168000.0,-2594759000.0,,209322000.0,11534403000.0,25596134000.0,,-262211000.0,857995000.0,328730000.0,28060319000.0,,1081063000.0,-147000.0,-204087000.0,2061322000.0,1150006000.0,57934000,54474000.0,856528000.0,,131619000.0,,6131248000.0,-521575000.0,383058000.0,-64312000.0,16400796000.0,7046221000.0,-518930000.0,,28916847000.0,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution
2,"31 December, 2018",ARW,3878678000.0,,,1196885000.0,274832000.0,2327656000.0,377947000.0,8819000.0,3700912000.0,716195000.0,8790428000.0,125424000.0,13608300000.0,909373000.0,187799000.0,-287512000.0,-261773000.0,-243305000.0,8945463000.0,3239704000.0,83818000.0,-220756000.0,-135336000.0,,,-13500000.0,186384000.0,-1007308000.0,,2384000.0,5324990000.0,372644000.0,6352000.0,2309921000.0,509327000.0,-462965000.0,-36833000.0,721574000.0,-2271703000.0,,,12408079000.0,25975856000.0,,-299449000.0,272690000.0,232373000.0,28479883000.0,,824700000.0,-1174000.0,716195000.0,2624690000.0,1135934000.0,7722000,51376000.0,1196885000.0,,121738000.0,,6335335000.0,936423000.0,-618875000.0,-23947000.0,17784445000.0,7631879000.0,198827000.0,,29676768000.0,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution
3,"31 December, 2017",ARW,3302518000.0,,,1003532000.0,256028000.0,2192993000.0,572822000.0,22195000.0,3356968000.0,402176000.0,7955311000.0,125424000.0,12414217000.0,693917000.0,286541000.0,-309615000.0,-188130000.0,-174239000.0,8125588000.0,2933194000.0,195047000.0,195763000.0,-203949000.0,,,-5614000.0,153599000.0,-1079094000.0,,11757000.0,4949255000.0,286215000.0,3218000.0,2185914000.0,730083000.0,-188758000.0,256746000.0,407376000.0,-1887122000.0,,299857000.0,11461327000.0,23197595000.0,,-124883000.0,124557000.0,309283000.0,25551031000.0,,838475000.0,-24970000.0,402176000.0,2470047000.0,1114167000.0,13923000,48685000.0,1003532000.0,,141030000.0,,5596786000.0,816602000.0,-379835000.0,16062000.0,16459267000.0,6756830000.0,433760000.0,,26554563000.0,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution
0,"31 October, 2021",AVGO,1297000000.0,,-6212000000.0,8683000000.0,516000000.0,-29862000000.0,4400000000.0,170000000.0,20288000000.0,6437000000.0,6281000000.0,,16586000000.0,6765000000.0,29000000.0,-1918000000.0,-1885000000.0,-1299000000.0,2071000000.0,39401000000.0,1114000000.0,4545000000.0,-443000000.0,,,-12000000.0,6041000000.0,210000000.0,,3756000000.0,24962000000.0,11374000000.0,,1348000000.0,12163000000.0,-245000000.0,-8974000000.0,6736000000.0,-116000000.0,,264000000.0,50581000000.0,7162000000.0,,-116000000.0,13764000000.0,1224000000.0,18767000000.0,,2936000000.0,-42000000.0,6736000000.0,43450000000.0,24330000000.0,,,8683000000.0,169000000.0,,,748000000.0,243000000.0,-294000000.0,-286000000.0,75570000000.0,1086000000.0,-1591000000.0,4854000000,27450000000.0,Broadcom Inc.,Technology,Semiconductors
